PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Meta description,H1,H2,No. of content words,No. of internal outlinks,No. of external outlinks,Page text,Extracted text (raw <body>) (length),Text hash,First found at
20,https://kroam.xyz/leagues/ucl/liverpool-vs-qarabag-2026-01-28,Liverpool 6-0 Qarabag | Kroam,text/html; charset=utf-8,false,200,0,true,"Liverpool 6-0 Qarabag match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Liverpool vs Qarabag Prediction,"Predictions
Frequently Asked Questions",705,47,0,<truncated>,3756,17159561667991038280,
20,https://kroam.xyz/leagues/epl/nottingham-forest-vs-crystal-palace-2026-02-01,Nott'm Forest 1-1 Crystal Palace | Kroam,text/html; charset=utf-8,false,200,0,true,Nottingham Forest 1-1 Crystal Palace match analysis. AI predictions from 42 models with accuracy tracking.,Nottingham Forest vs Crystal Palace Prediction,"Predictions
Frequently Asked Questions",723,47,0,<truncated>,3882,15021781411263824741,
20,https://kroam.xyz/leagues/seriea/como-vs-torino-2026-01-24,Como 6-0 Torino | Kroam,text/html; charset=utf-8,false,200,0,true,"Como 6-0 Torino match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kro",Como vs Torino Prediction,"Predictions
Frequently Asked Questions",697,47,0,<truncated>,3642,1035826825963661492,
20,https://kroam.xyz/leagues/epl/manchester-united-vs-tottenham-2026-02-07,Man Utd vs Tottenham Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Manchester United vs Tottenham. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 12:30 PM.",Manchester United vs Tottenham Prediction,"Predictions
Frequently Asked Questions",219,22,0,<truncated>,1404,3379012474964370491,
20,https://kroam.xyz/leagues/ucl/monaco-vs-juventus-2026-01-28,Monaco 0-0 Juventus | Kroam,text/html; charset=utf-8,false,200,0,true,"Monaco 0-0 Juventus match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Monaco vs Juventus Prediction,"Predictions
Frequently Asked Questions",701,47,0,<truncated>,3724,15298825017974365810,
20,https://kroam.xyz/leagues/epl/arsenal-vs-manchester-united-2026-01-25,Arsenal 2-3 Man Utd | Kroam,text/html; charset=utf-8,false,200,0,true,"Arsenal 2-3 Manchester United match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Arsenal vs Manchester United Prediction,"Predictions
Frequently Asked Questions",675,45,0,<truncated>,3620,2326619741314188811,
20,https://kroam.xyz/leagues/eredivisie/nac-breda-vs-excelsior-2026-02-06,NAC Breda vs Excelsior Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for NAC Breda vs Excelsior. See which models forecast the winner before kickoff on Friday, February 6, 2026 at 7:00 PM.",NAC Breda vs Excelsior Prediction,"Predictions
Frequently Asked Questions",217,22,0,<truncated>,1344,15214534720973419113,
20,https://kroam.xyz/leagues/seriea/inter-vs-pisa-2026-01-23,Inter 6-2 Pisa | Kroam,text/html; charset=utf-8,false,200,0,true,"Inter 6-2 Pisa match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kroa",Inter vs Pisa Prediction,"Predictions
Frequently Asked Questions",715,48,0,<truncated>,3683,14953074571993400020,
20,https://kroam.xyz/leagues/epl/brentford-vs-nottingham-forest-2026-01-25,Brentford 0-2 Nott'm Forest | Kroam,text/html; charset=utf-8,false,200,0,true,Brentford 0-2 Nottingham Forest match analysis. AI predictions from 42 models with accuracy tracking.,Brentford vs Nottingham Forest Prediction,"Predictions
Frequently Asked Questions",743,49,0,<truncated>,4002,15210949129879367886,
20,https://kroam.xyz/leagues/seriea/fiorentina-vs-cagliari-2026-01-24,Fiorentina 1-2 Cagliari | Kroam,text/html; charset=utf-8,false,200,0,true,"Fiorentina 1-2 Cagliari match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Fiorentina vs Cagliari Prediction,"Predictions
Frequently Asked Questions",715,48,0,<truncated>,3801,4016957617957703802,
20,https://kroam.xyz/leagues/ligue1/metz-vs-lille-2026-02-06,Metz vs Lille Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Metz vs Lille. See which models forecast the winner before kickoff on Friday, February 6, 2026 at 7:45 PM.",Metz vs Lille Prediction,"Predictions
Frequently Asked Questions",211,22,0,<truncated>,1266,15547931185652549684,
20,https://kroam.xyz/leagues/bundesliga/werder-bremen-vs-1899-hoffenheim-2026-01-27,Werder Bremen 0-2 1899 Hoffenheim | Kroam,text/html; charset=utf-8,false,200,0,true,Werder Bremen 0-2 1899 Hoffenheim match analysis. AI predictions from 42 models with accuracy tracking.,Werder Bremen vs 1899 Hoffenheim Prediction,"Predictions
Frequently Asked Questions",697,46,0,<truncated>,3743,1512174411144310701,
20,https://kroam.xyz/leagues/uel/fc-midtjylland-vs-dinamo-zagreb-2026-01-29,FC Midtjylland 2-0 Dinamo Zagreb | Kroam,text/html; charset=utf-8,false,200,0,true,FC Midtjylland 2-0 Dinamo Zagreb match analysis. AI predictions from 42 models with accuracy tracking.,FC Midtjylland vs Dinamo Zagreb Prediction,"Predictions
Frequently Asked Questions",727,47,0,<truncated>,3862,834594580284425721,
20,https://kroam.xyz/leagues/eredivisie/nec-nijmegen-vs-heracles-2026-02-07,NEC Nijmegen vs Heracles Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for NEC Nijmegen vs Heracles. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 3:30 PM.",NEC Nijmegen vs Heracles Prediction,"Predictions
Frequently Asked Questions",215,22,0,<truncated>,1355,1331586422117380071,
20,https://kroam.xyz/leagues/seriea/juventus-vs-napoli-2026-01-25,Juventus 3-0 Napoli | Kroam,text/html; charset=utf-8,false,200,0,true,"Juventus 3-0 Napoli match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Juventus vs Napoli Prediction,"Predictions
Frequently Asked Questions",701,47,0,<truncated>,3692,16124129339630869333,
20,https://kroam.xyz/models/gpt-oss-120b-syn,GPT-OSS 120B (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,GPT-OSS 120B (Synthetic) football predictions with 0% accuracy. Compare performance against 42 AI models across 17 leagues.,GPT-OSS 120B (Synthetic) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",282,28,0,<truncated>,1652,2910937645613355552,
20,https://kroam.xyz/leagues/epl/everton-vs-leeds-2026-01-26,Everton 1-1 Leeds | Kroam,text/html; charset=utf-8,false,200,0,true,"Everton 1-1 Leeds match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Everton vs Leeds Prediction,"Predictions
Frequently Asked Questions",719,48,0,<truncated>,3783,17542398246130105111,
20,https://kroam.xyz/leagues/uel/genk-vs-malmo-ff-2026-01-29,Genk 2-1 Malmo FF | Kroam,text/html; charset=utf-8,false,200,0,true,"Genk 2-1 Malmo FF match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Genk vs Malmo FF Prediction,"Predictions
Frequently Asked Questions",715,47,0,<truncated>,3712,1760225821550371121,
20,https://kroam.xyz/leagues/laliga/real-madrid-vs-rayo-vallecano-2026-02-01,Real Madrid 2-1 Rayo Vallecano | Kroam,text/html; charset=utf-8,false,200,0,true,Real Madrid 2-1 Rayo Vallecano match analysis. AI predictions from 42 models with accuracy tracking.,Real Madrid vs Rayo Vallecano Prediction,"Predictions
Frequently Asked Questions",755,49,0,<truncated>,3970,14848101740185585725,
20,https://kroam.xyz/leagues/seriea/napoli-vs-fiorentina-2026-01-31,Napoli 2-1 Fiorentina | Kroam,text/html; charset=utf-8,false,200,0,true,"Napoli 2-1 Fiorentina match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Napoli vs Fiorentina Prediction,"Predictions
Frequently Asked Questions",737,49,0,<truncated>,3894,17668591262828742675,
20,https://kroam.xyz/leagues/epl/leeds-vs-arsenal-2026-01-31,Leeds 0-4 Arsenal | Kroam,text/html; charset=utf-8,false,200,0,true,"Leeds 0-4 Arsenal match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Leeds vs Arsenal Prediction,"Predictions
Frequently Asked Questions",737,49,0,<truncated>,3882,16118870655377233109,
20,https://kroam.xyz/leagues/laliga/real-sociedad-vs-celta-vigo-2026-01-25,Sociedad 3-1 Celta Vigo | Kroam,text/html; charset=utf-8,false,200,0,true,"Real Sociedad 3-1 Celta Vigo match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfo",Real Sociedad vs Celta Vigo Prediction,"Predictions
Frequently Asked Questions",738,48,0,<truncated>,3864,15321289274585097052,
20,https://kroam.xyz/leagues/bundesliga/vfl-wolfsburg-vs-borussia-dortmund-2026-02-07,VfL Wolfsburg vs Dortmund Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for VfL Wolfsburg vs Borussia Dortmund. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 2:30 PM.",VfL Wolfsburg vs Borussia Dortmund Prediction,"Predictions
Frequently Asked Questions",223,22,0,<truncated>,1428,3730197349462262350,
20,https://kroam.xyz/leagues/epl/liverpool-vs-newcastle-2026-01-31,Liverpool 4-1 Newcastle | Kroam,text/html; charset=utf-8,false,200,0,true,"Liverpool 4-1 Newcastle match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Liverpool vs Newcastle Prediction,"Predictions
Frequently Asked Questions",699,47,0,<truncated>,3746,219028832331560844,
20,https://kroam.xyz/leagues/uel/fc-basel-1893-vs-plzen-2026-01-29,FC Basel 1893 0-1 Plzen | Kroam,text/html; charset=utf-8,false,200,0,true,"FC Basel 1893 0-1 Plzen match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",FC Basel 1893 vs Plzen Prediction,"Predictions
Frequently Asked Questions",725,47,0,<truncated>,3768,2385126806627817518,
20,https://kroam.xyz/leagues/bundesliga/fc-st-pauli-vs-rb-leipzig-2026-01-27,FC St. Pauli 1-1 Leipzig | Kroam,text/html; charset=utf-8,false,200,0,true,"FC St. Pauli 1-1 RB Leipzig match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",FC St. Pauli vs RB Leipzig Prediction,"Predictions
Frequently Asked Questions",760,49,0,<truncated>,3945,16370264853427813835,
20,https://kroam.xyz/leagues/eredivisie/groningen-vs-fortuna-sittard-2026-01-25,Groningen 1-2 Fortuna Sittard | Kroam,text/html; charset=utf-8,false,200,0,true,"Groningen 1-2 Fortuna Sittard match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Groningen vs Fortuna Sittard Prediction,"Predictions
Frequently Asked Questions",725,48,0,<truncated>,3887,2006111377974884529,
20,https://kroam.xyz/leagues/laliga/barcelona-vs-oviedo-2026-01-25,Barcelona 3-0 Oviedo | Kroam,text/html; charset=utf-8,false,200,0,true,"Barcelona 3-0 Oviedo match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance o",Barcelona vs Oviedo Prediction,"Predictions
Frequently Asked Questions",735,49,0,<truncated>,3866,2006562003875774535,
20,https://kroam.xyz/leagues/ucl/club-brugge-kv-vs-marseille-2026-01-28,Club Brugge KV 3-0 Marseille | Kroam,text/html; charset=utf-8,false,200,0,true,"Club Brugge KV 3-0 Marseille match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfo",Club Brugge KV vs Marseille Prediction,"Predictions
Frequently Asked Questions",725,47,0,<truncated>,3834,16708727825033083500,
20,https://kroam.xyz/leagues/eredivisie/az-alkmaar-vs-nec-nijmegen-2026-01-31,AZ Alkmaar 1-3 NEC Nijmegen | Kroam,text/html; charset=utf-8,false,200,0,true,"AZ Alkmaar 1-3 NEC Nijmegen match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",AZ Alkmaar vs NEC Nijmegen Prediction,"Predictions
Frequently Asked Questions",749,49,0,<truncated>,3950,17259322071430405314,
20,https://kroam.xyz/leagues/superlig/rizespor-vs-alanyaspor-2026-01-25,Rizespor 1-1 Alanyaspor | Kroam,text/html; charset=utf-8,false,200,0,true,"Rizespor 1-1 Alanyaspor match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Rizespor vs Alanyaspor Prediction,"Predictions
Frequently Asked Questions",703,47,0,<truncated>,3754,16887972985806499410,
20,https://kroam.xyz/leagues/bundesliga/fc-st-pauli-vs-vfb-stuttgart-2026-02-07,FC St. Pauli vs VfB Stuttgart Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for FC St. Pauli vs VfB Stuttgart. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 2:30 PM.",FC St. Pauli vs VfB Stuttgart Prediction,"Predictions
Frequently Asked Questions",231,22,0,<truncated>,1399,2744471074672923465,
20,https://kroam.xyz/leagues/eredivisie/excelsior-vs-ajax-2026-02-01,Excelsior 2-2 Ajax | Kroam,text/html; charset=utf-8,false,200,0,true,"Excelsior 2-2 Ajax match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Excelsior vs Ajax Prediction,"Predictions
Frequently Asked Questions",733,49,0,<truncated>,3876,64253915628969732,
20,https://kroam.xyz/leagues/turkish-super-lig/genclerbirligi-vs-gaziehir-gaziantep-2026-02-01,Genclerbirligi 2-1 Gazişehir Gaziantep | Kroam,text/html; charset=utf-8,false,200,0,true,Genclerbirligi 2-1 Gazişehir Gaziantep match analysis. AI predictions from 42 models with accuracy tracking.,Genclerbirligi vs Gazişehir Gaziantep Prediction,"Predictions
Frequently Asked Questions",731,49,0,<truncated>,4009,2146866227956142371,https://kroam.xyz/leagues/superlig
20,https://kroam.xyz/leagues/superlig/galatasaray-vs-kayserispor-2026-02-01,Galatasaray 4-0 Kayserispor | Kroam,text/html; charset=utf-8,false,200,0,true,"Galatasaray 4-0 Kayserispor match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",Galatasaray vs Kayserispor Prediction,"Predictions
Frequently Asked Questions",743,49,0,<truncated>,4008,16709239700756592816,
20,https://kroam.xyz/leagues/epl/fulham-vs-everton-2026-02-07,Fulham vs Everton Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Fulham vs Everton. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 3:00 PM.",Fulham vs Everton Prediction,"Predictions
Frequently Asked Questions",211,22,0,<truncated>,1311,17573740565733906399,
20,https://kroam.xyz/leagues/bundesliga/bayer-leverkusen-vs-werder-bremen-2026-01-24,Leverkusen 1-0 Werder Bremen | Kroam,text/html; charset=utf-8,false,200,0,true,Bayer Leverkusen 1-0 Werder Bremen match analysis. AI predictions from 42 models with accuracy tracking.,Bayer Leverkusen vs Werder Bremen Prediction,"Predictions
Frequently Asked Questions",714,47,0,<truncated>,3852,2013743405786321452,
20,https://kroam.xyz/leagues/eredivisie/pec-zwolle-vs-fc-volendam-2026-02-07,PEC Zwolle vs FC Volendam Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for PEC Zwolle vs FC Volendam. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 5:45 PM.",PEC Zwolle vs FC Volendam Prediction,"Predictions
Frequently Asked Questions",225,22,0,<truncated>,1366,683446016582862229,
20,https://kroam.xyz/leagues/ucl/athletic-club-vs-sporting-cp-2026-01-28,Athletic 2-3 Sporting CP | Kroam,text/html; charset=utf-8,false,200,0,true,"Athletic Club 2-3 Sporting CP match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Athletic Club vs Sporting CP Prediction,"Predictions
Frequently Asked Questions",742,48,0,<truncated>,3920,13866275084867285712,
20,https://kroam.xyz/leagues/epl/wolves-vs-bournemouth-2026-01-31,Wolves 0-2 Bournemouth | Kroam,text/html; charset=utf-8,false,200,0,true,"Wolves 0-2 Bournemouth match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Wolves vs Bournemouth Prediction,"Predictions
Frequently Asked Questions",719,48,0,<truncated>,3833,17994532435902665659,
20,https://kroam.xyz/leagues/turkish-super-lig/kocaelispor-vs-fenerbahe-2026-02-02,Kocaelispor 0-2 Fenerbahçe | Kroam,text/html; charset=utf-8,false,200,0,true,"Kocaelispor 0-2 Fenerbahçe match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perform",Kocaelispor vs Fenerbahçe Prediction,"Predictions
Frequently Asked Questions",721,49,0,<truncated>,3885,16386640364554005584,https://kroam.xyz/leagues/superlig
20,https://kroam.xyz/leagues/bundesliga/hamburger-sv-vs-bayern-mnchen-2026-01-31,Hamburger SV 2-2 Bayern München | Kroam,text/html; charset=utf-8,false,200,0,true,Hamburger SV 2-2 Bayern München match analysis. AI predictions from 42 models with accuracy tracking.,Hamburger SV vs Bayern München Prediction,"Predictions
Frequently Asked Questions",733,48,0,<truncated>,3903,3966538796469441113,
20,https://kroam.xyz/leagues/epl/tottenham-vs-manchester-city-2026-02-01,Tottenham 2-2 Man City | Kroam,text/html; charset=utf-8,false,200,0,true,"Tottenham 2-2 Manchester City match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Tottenham vs Manchester City Prediction,"Predictions
Frequently Asked Questions",729,48,0,<truncated>,3910,17802972856038949102,
20,https://kroam.xyz/leagues/epl/newcastle-vs-brentford-2026-02-07,Newcastle vs Brentford Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Newcastle vs Brentford. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 5:30 PM.",Newcastle vs Brentford Prediction,"Predictions
Frequently Asked Questions",212,22,0,<truncated>,1352,15642792420712222946,
20,https://kroam.xyz/leagues/laliga/celta-vigo-vs-osasuna-2026-02-06,Celta Vigo vs Osasuna Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Celta Vigo vs Osasuna. See which models forecast the winner before kickoff on Friday, February 6, 2026 at 8:00 PM.",Celta Vigo vs Osasuna Prediction,"Predictions
Frequently Asked Questions",219,22,0,<truncated>,1332,3444767691346140577,
20,https://kroam.xyz/leagues/laliga/rayo-vallecano-vs-oviedo-2026-02-07,Rayo Vallecano vs Oviedo Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Rayo Vallecano vs Oviedo. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 1:00 PM.",Rayo Vallecano vs Oviedo Prediction,"Predictions
Frequently Asked Questions",222,22,0,<truncated>,1359,16185301710512160973,
20,https://kroam.xyz/leagues/uel/fcsb-vs-fenerbahe-2026-01-29,FCSB 1-1 Fenerbahçe | Kroam,text/html; charset=utf-8,false,200,0,true,"FCSB 1-1 Fenerbahçe match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",FCSB vs Fenerbahçe Prediction,"Predictions
Frequently Asked Questions",741,49,0,<truncated>,3936,849855710591388848,
20,https://kroam.xyz/leagues/uel/ludogorets-vs-nice-2026-01-29,Ludogorets 1-0 Nice | Kroam,text/html; charset=utf-8,false,200,0,true,"Ludogorets 1-0 Nice match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Ludogorets vs Nice Prediction,"Predictions
Frequently Asked Questions",687,46,0,<truncated>,3637,3800150041445392381,
20,https://kroam.xyz/leagues/bundesliga/rb-leipzig-vs-fsv-mainz-05-2026-01-31,Leipzig 1-2 FSV Mainz 05 | Kroam,text/html; charset=utf-8,false,200,0,true,"RB Leipzig 1-2 FSV Mainz 05 match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",RB Leipzig vs FSV Mainz 05 Prediction,"Predictions
Frequently Asked Questions",746,48,0,<truncated>,3878,14055530688534835383,
20,https://kroam.xyz/leagues/ucl/eintracht-frankfurt-vs-tottenham-2026-01-28,Frankfurt 0-2 Tottenham | Kroam,text/html; charset=utf-8,false,200,0,true,Eintracht Frankfurt 0-2 Tottenham match analysis. AI predictions from 42 models with accuracy tracking.,Eintracht Frankfurt vs Tottenham Prediction,"Predictions
Frequently Asked Questions",712,47,0,<truncated>,3864,4397115271925285926,
20,https://kroam.xyz/leagues/laliga/alaves-vs-real-betis-2026-01-25,Alaves 2-1 Real Betis | Kroam,text/html; charset=utf-8,false,200,0,true,"Alaves 2-1 Real Betis match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Alaves vs Real Betis Prediction,"Predictions
Frequently Asked Questions",747,49,0,<truncated>,3894,4281103103817920247,
20,https://kroam.xyz/leagues/seriea/verona-vs-udinese-2026-01-26,Verona 1-3 Udinese | Kroam,text/html; charset=utf-8,false,200,0,true,"Verona 1-3 Udinese match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Verona vs Udinese Prediction,"Predictions
Frequently Asked Questions",663,45,0,<truncated>,3484,335587000163213294,
20,https://kroam.xyz/models/deepseek-v3.2-syn,DeepSeek V3.2 (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,DeepSeek V3.2 (Synthetic) football predictions with 0% accuracy. Compare performance against 42 AI models across 17 leagues.,DeepSeek V3.2 (Synthetic) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",282,28,0,<truncated>,1655,426999524005785236,
20,https://kroam.xyz/leagues/seriea/lazio-vs-genoa-2026-01-30,Lazio 3-2 Genoa | Kroam,text/html; charset=utf-8,false,200,0,true,"Lazio 3-2 Genoa match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kro",Lazio vs Genoa Prediction,"Predictions
Frequently Asked Questions",719,48,0,<truncated>,3735,16771304126233600072,
20,https://kroam.xyz/leagues/ligue1/nice-vs-stade-brestois-29-2026-02-01,Nice 2-2 Stade Brestois 29 | Kroam,text/html; charset=utf-8,false,200,0,true,"Nice 2-2 Stade Brestois 29 match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perform",Nice vs Stade Brestois 29 Prediction,"Predictions
Frequently Asked Questions",723,47,0,<truncated>,3758,1248303425549672070,
20,https://kroam.xyz/leagues/bundesliga/1899-hoffenheim-vs-union-berlin-2026-01-31,1899 Hoffenheim 3-1 Union Berlin | Kroam,text/html; charset=utf-8,false,200,0,true,1899 Hoffenheim 3-1 Union Berlin match analysis. AI predictions from 42 models with accuracy tracking.,1899 Hoffenheim vs Union Berlin Prediction,"Predictions
Frequently Asked Questions",713,47,0,<truncated>,3814,1645531742957551954,
20,https://kroam.xyz/blog/la-liga-regular-season-22-roundup,La Liga AI Model Performance Audit - Week 22,text/html; charset=utf-8,false,200,0,true,"Review of AI model predictions for La Liga Week 22 matches, featuring top performers, match-by-match analysis, and biggest upsets. Analysis includes average...",La Liga Week 22 AI Model Audit: Top Performers and Surprises,"Top 10 Models
Match-by-Match Audit
Biggest Consensus Misses
Methodology
Frequently Asked Questions
You might also like
On this page",834,25,0,<truncated>,5063,2336153065944389362,
20,https://kroam.xyz/leagues/seriea/cagliari-vs-verona-2026-01-31,Cagliari 4-0 Verona | Kroam,text/html; charset=utf-8,false,200,0,true,"Cagliari 4-0 Verona match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Cagliari vs Verona Prediction,"Predictions
Frequently Asked Questions",699,47,0,<truncated>,3678,1663646464196784400,
20,https://kroam.xyz/leagues/ligue1/monaco-vs-rennes-2026-01-31,Monaco 4-0 Rennes | Kroam,text/html; charset=utf-8,false,200,0,true,"Monaco 4-0 Rennes match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Monaco vs Rennes Prediction,"Predictions
Frequently Asked Questions",719,48,0,<truncated>,3755,17164586491200876200,
20,https://kroam.xyz/leagues/eredivisie/psv-eindhoven-vs-nac-breda-2026-01-24,PSV Eindhoven 2-2 NAC Breda | Kroam,text/html; charset=utf-8,false,200,0,true,"PSV Eindhoven 2-2 NAC Breda match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",PSV Eindhoven vs NAC Breda Prediction,"Predictions
Frequently Asked Questions",721,47,0,<truncated>,3800,15221414091031718223,
20,https://kroam.xyz/leagues/superlig/baakehir-vs-rizespor-2026-01-31,Başakşehir 2-2 Rizespor | Kroam,text/html; charset=utf-8,false,200,0,true,"Başakşehir 2-2 Rizespor match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Başakşehir vs Rizespor Prediction,"Predictions
Frequently Asked Questions",721,48,0,<truncated>,3873,4423809032891451791,
20,https://kroam.xyz/leagues/seriea/sassuolo-vs-cremonese-2026-01-25,Sassuolo 1-0 Cremonese | Kroam,text/html; charset=utf-8,false,200,0,true,"Sassuolo 1-0 Cremonese match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Sassuolo vs Cremonese Prediction,"Predictions
Frequently Asked Questions",735,49,0,<truncated>,3886,4530714707331932697,
20,https://kroam.xyz/leagues/laliga/espanyol-vs-alaves-2026-01-30,Espanyol 1-2 Alaves | Kroam,text/html; charset=utf-8,false,200,0,true,"Espanyol 1-2 Alaves match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Espanyol vs Alaves Prediction,"Predictions
Frequently Asked Questions",719,48,0,<truncated>,3777,393610343130421423,
20,https://kroam.xyz/leagues/ucl/napoli-vs-chelsea-2026-01-28,Napoli 2-3 Chelsea | Kroam,text/html; charset=utf-8,false,200,0,true,"Napoli 2-3 Chelsea match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Napoli vs Chelsea Prediction,"Predictions
Frequently Asked Questions",681,46,0,<truncated>,3617,1658925479996041750,
20,https://kroam.xyz/leagues/epl/manchester-united-vs-fulham-2026-02-01,Man Utd 3-2 Fulham | Kroam,text/html; charset=utf-8,false,200,0,true,"Manchester United 3-2 Fulham match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfo",Manchester United vs Fulham Prediction,"Predictions
Frequently Asked Questions",691,46,0,<truncated>,3699,16665661729720538190,
20,https://kroam.xyz/leagues/superlig/gaziehir-gaziantep-vs-konyaspor-2026-01-25,Gazişehir Gaziantep 1-1 Konyaspor | Kroam,text/html; charset=utf-8,false,200,0,true,Gazişehir Gaziantep 1-1 Konyaspor match analysis. AI predictions from 42 models with accuracy tracking.,Gazişehir Gaziantep vs Konyaspor Prediction,"Predictions
Frequently Asked Questions",717,47,0,<truncated>,3878,3481579909639176614,
20,https://kroam.xyz/leagues/laliga/villarreal-vs-real-madrid-2026-01-24,Villarreal 0-2 Real Madrid | Kroam,text/html; charset=utf-8,false,200,0,true,"Villarreal 0-2 Real Madrid match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perform",Villarreal vs Real Madrid Prediction,"Predictions
Frequently Asked Questions",763,50,0,<truncated>,4025,15867130526891299056,
